,label,predict
0,0,0.35751463222898133
1,1,0.5410044010819715
2,1,0.9305749515874714
3,1,0.9849902481019888
4,1,0.8187142316274307
5,1,0.9412543109295757
6,1,0.9998922693702974
7,1,0.9999999966859758
8,0,5.097520194330262e-05
9,0,0.011688753810227472
10,0,9.366160291887907e-10
11,0,6.921795291355134e-06
12,1,0.9999999999953915
13,1,0.9999999969071347
14,1,0.41518541853200264
15,0,2.4257724141453815e-09
16,0,0.6849940120127974
17,0,0.3094362940016952
18,1,0.9999999979231025
19,1,0.9999960443106818
20,1,0.9901576623895724
21,1,0.999999311660926
22,1,0.9998674504002708
23,0,0.004551640006890258
24,1,0.9990300926354849
25,0,0.015381796339555437
26,1,0.4656194963435999
27,0,0.08038096833211472
28,0,3.111198646262375e-07
29,1,0.9995330083364681
30,1,1.0
31,1,0.9992966149413364
32,1,0.26086401280755883
33,1,0.9994406742819442
34,1,0.9983505011360023
35,0,2.981669415119433e-10
36,0,4.529010371595702e-16
37,1,0.9999999872695696
38,1,0.9999949074940098
39,1,0.9692341107982755
40,0,0.9940019921671707
41,0,9.698568784758547e-05
42,1,0.9999946107854475
43,0,0.46796490334441776
44,0,8.053198067580844e-06
45,0,0.00011038934441036583
46,1,0.10104543457950631
47,1,0.9999998795386541
48,1,0.9996779895459783
49,0,4.54893978290157e-18
50,1,0.9998310840728664
51,0,1.736431420010776e-06
52,1,0.9999999999994722
53,1,0.9999990715961835
54,0,0.22633813819617563
55,0,0.0006386407916612263
56,0,1.5392149962288037e-07
57,0,6.024380078863847e-05
58,0,0.009679785066222399
59,0,0.004497717652985993
60,1,0.9999929136369856
61,0,0.9999996072225528
62,1,0.5267367797918141
63,0,0.00023802719435491544
64,0,4.638919842334006e-05
65,1,0.9999729489411037
66,1,4.024868905819339e-06
67,0,0.9997482808163712
68,1,0.9989069602256403
69,1,0.024284411626000854
70,1,0.00019396680974319465
71,0,5.051717546670773e-09
72,1,0.7088644313835404
73,1,0.9536911022342912
74,1,0.9991876431810062
75,1,0.9999999804572505
76,1,0.9999876273711815
77,1,0.9322569565090417
78,0,1.350149780359067e-05
79,0,7.141047902530928e-05
80,1,0.9999992015258748
81,1,0.9998031344922997
82,1,5.888304749175906e-05
83,1,0.9999999992108717
84,1,0.9998117110474172
85,0,0.9722333362491155
86,0,0.0012554344596754394
87,1,0.999644178452398
88,0,5.658157674209371e-05
89,0,2.5893413245223365e-14
90,1,0.9993345227671552
91,0,1.286572755912548e-07
92,0,3.634286914317845e-08
93,1,0.9999752753249381
94,1,0.9447875299421317
95,0,0.9999985484740388
96,1,0.9999665146802399
97,1,0.9999999918485242
98,1,0.9994267288785836
99,1,0.005133010643863253
100,1,0.9999987973399578
101,1,0.9996447116395138
102,1,0.9995291835277411
103,0,3.3245753259752763e-12
104,0,0.9968917161963857
105,0,1.0960082354468015e-07
106,0,1.4982348213837228e-06
107,1,0.011310152743961088
108,0,6.900259317013081e-05
109,1,0.9967392934251215
110,0,0.9802307899526869
111,1,0.9999848303305339
112,0,3.0090256650867405e-08
113,1,0.7549099271269067
114,0,0.00018263718886731852
115,0,0.9962149295210643
116,1,0.999943350959177
117,0,0.03998604818664852
118,0,2.402015203050581e-05
119,0,0.0021075382073357644
120,1,0.9066344737900508
121,0,0.02398568374723022
122,1,0.9999999946877536
123,0,0.02192413524208812
124,1,0.9995222186945586
125,1,0.015638718034706508
126,0,0.9782855575552686
127,1,0.07466054367774556
128,0,0.9856362521439753
129,1,0.9995727759733403
130,0,0.007184344223131474
131,0,0.019511368771001875
132,1,0.9999978149368555
133,0,2.972163102693244e-06
134,0,2.0003582277730794e-07
135,0,0.999980821053565
136,0,2.1984571781095053e-10
137,1,0.999999982392194
138,1,0.9999999974706304
139,1,0.02094573261889616
140,1,0.9999998694703992
141,1,0.9999998628758525
142,1,0.9991290916298782
143,1,0.9737757207716504
144,0,2.0749495157115983e-10
145,0,7.448769236810593e-05
146,0,3.686180815119414e-07
147,1,0.9999523408180815
148,0,6.188088667934196e-08
149,1,0.9847444415379
150,0,0.00037182409249413587
151,0,2.236675008169869e-07
152,0,1.4147645568915781e-09
153,1,0.9999999999999991
154,1,0.9999974144794807
155,0,2.9540331161619164e-10
156,1,0.15509502189135602
157,0,0.14470854943167596
158,1,0.5945691894756222
159,1,0.9999924416958138
160,0,7.225829429931712e-08
161,0,0.07070317885541326
162,0,0.0015774520404406994
163,1,0.0001339367845283012
164,0,8.689730674201892e-09
165,1,0.9999999993929045
166,0,0.9989569225472298
167,1,0.9999839540891917
168,0,0.00013200571891814036
169,0,0.49999306349351536
170,1,0.9999999616744396
171,0,2.3766413118405564e-06
172,1,0.02665559625739103
173,0,4.057671676005787e-06
174,1,0.9999999411102184
175,1,0.000329427530527941
176,1,4.5394309815792585e-06
177,0,0.048734182338324925
178,1,0.999999999832103
179,1,0.9999999410625816
180,1,0.9998745649327827
181,0,5.7199676475504324e-15
182,1,0.9999967467192054
183,1,0.999999370110342
184,0,0.00023788943771157805
185,1,0.9998837534355076
186,1,0.9999852297357152
187,0,4.87417312456309e-07
188,1,0.0009580052007367412
189,0,4.73532231045574e-13
190,0,1.2069298464527371e-11
191,0,5.954691911654101e-09
192,0,2.12427860458592e-25
193,1,0.9999999967908411
194,1,1.0
195,0,1.953313499497847e-06
196,1,0.9955682241847836
197,1,0.9998472601126072
198,1,0.9895109688766696
199,1,0.9999922147712678
200,0,9.87139502075539e-09
201,1,0.8470526361973636
202,0,0.9550506002121366
203,1,0.9951848507578814
204,1,0.9985991686277559
205,0,1.5623996127765025e-07
206,1,0.29346393928721914
207,0,0.023185586652076217
208,1,0.703455863388559
209,0,0.022275394983133627
210,0,4.202021304599231e-05
211,0,0.0048992325064429005
212,1,6.915504664244578e-08
213,1,7.346431715770766e-05
214,1,0.9999999843520722
215,1,0.01403107765072975
216,1,0.9995804554301276
217,0,8.646163109363811e-05
218,1,0.8055084730906698
219,1,0.9999958016514096
220,1,0.8948038806065217
221,0,9.517078182392519e-05
222,1,0.9997613840954596
223,0,0.39293220648072924
224,0,7.16582929140255e-10
225,0,0.4051322032618811
226,1,0.9635770704438027
227,0,0.9990934663641564
228,0,1.3325580877872341e-11
229,0,0.09876643044023378
230,0,1.2075422723546993e-08
231,0,5.077373877292264e-08
232,0,1.904704633600773e-14
233,1,0.9999990116266048
234,1,0.9953011128932261
235,1,0.9999783510660262
236,0,0.9945504342915228
237,1,0.9999715717941101
238,1,0.9999998730314913
239,0,5.770992961880356e-16
240,1,0.9999999996840776
241,0,0.9982234990288069
242,1,0.9999999999972615
243,1,0.9155410157631981
244,0,0.26107867995116224
245,0,1.7864139038878085e-21
246,0,0.0007984231050552585
247,1,0.9999999976306932
248,1,0.040827471894945566
249,0,0.01691036563310805
250,0,2.878570878159622e-05
251,0,0.01638011100027504
252,1,0.999573697598561
253,0,9.55648767696446e-08
254,1,0.9988575333570991
255,0,1.1448152802763869e-11
256,1,0.9999960516629604
257,0,2.9632535887059926e-07
258,0,6.680135771133165e-08
259,0,0.9738130161537047
260,0,0.5138194226728807
261,0,1.4041798030770799e-08
262,0,1.073410164823677e-08
263,1,0.9999735020867874
264,0,0.00018507342122167062
265,1,0.9999783592119189
266,0,0.5947905238383164
267,0,1.7788324933266958e-07
268,0,0.5633775528429157
269,0,0.014962222829946022
270,0,0.0017028104388359933
271,1,0.17463885989609887
272,1,0.9999999999999385
273,0,0.4437374286607451
274,0,0.0007325471535619576
275,1,0.9784673094755798
276,1,0.9996556988522556
277,1,0.9999956320726319
278,0,1.5987679110473031e-09
279,1,0.9999999999914424
280,0,8.340895832618992e-11
281,1,0.45204884537070134
282,1,0.27981683503522814
283,1,0.9977296887381133
284,1,0.9999984557963157
285,0,0.10200803034363091
286,1,0.9820435821212763
287,0,0.0002438225091215777
288,1,0.9998125342734625
289,1,0.9999999999868259
290,0,4.529126109793435e-07
291,1,0.9999978822976558
292,0,3.3395924909812193e-06
293,0,0.007041676535257942
294,0,6.043380129503628e-08
295,1,0.9771453558105848
296,0,0.999988283587329
297,1,0.9999999529508377
298,0,0.0011085971760559344
299,0,3.94799884964428e-06
300,1,0.999546811131932
301,0,0.0003236148520433525
302,1,0.9997920895251073
303,1,0.9999999999610356
304,0,7.714161471012764e-12
305,1,0.9999921441106068
306,0,0.1874719146923594
307,0,0.019646067496766475
308,0,2.813574360182636e-06
309,0,0.009179317856058127
310,1,0.9999890555076766
311,0,0.000508212123944791
312,1,0.03362231781037371
313,1,0.9999992841343552
314,0,1.614685947818216e-05
315,1,0.9999999998684554
316,0,0.0001902058214549962
317,0,0.005027699262124201
318,1,0.994791736790394
319,1,0.9900377536289756
320,0,1.2873957147894954e-11
321,0,0.00016945833048492964
322,0,0.03174573508932862
323,1,0.9999998646445031
324,1,0.924905873587472
325,0,0.9954341433931305
326,0,4.2329539962702797e-13
327,0,6.432911113743562e-14
328,0,2.8628791755420565e-05
329,0,0.0006397147523604713
330,1,0.9159326729947179
331,1,0.9999993328330444
332,0,0.001354338971777647
333,1,0.9999283325729604
334,0,0.0539921177865192
335,1,0.9999999537932763
336,0,0.0020227959270897344
337,1,0.37690044206440376
338,1,0.12014544169353213
339,1,0.9999694197500616
340,0,0.9895845876126697
341,0,0.00032968873138432823
342,1,0.004757437107697997
343,0,1.2449781717543604e-05
344,0,0.0022673918756300564
345,0,0.0011708104791741858
346,0,4.8815331029261625e-05
347,1,0.999997978011867
348,0,0.013811226987862585
349,0,3.4009334922003416e-09
350,1,0.898111112673578
351,0,1.227716691863074e-06
352,1,0.6221012455677617
353,1,0.9999551201267762
354,0,0.021371154027860446
355,0,0.060719823730162444
356,0,0.0020462887321438944
357,0,0.06906366144094642
358,0,5.433679219041218e-06
359,1,0.9999999995577615
360,1,0.9998801495429632
361,1,0.9999979877878307
362,1,0.999999999999998
363,1,0.9999999992696866
364,1,0.994454190574097
365,0,1.4453901753137116e-08
366,0,0.9999996364047584
367,0,8.121675815855964e-07
368,1,0.9999998780202333
369,0,1.60618101971103e-07
370,1,0.9998409415859442
371,0,2.6243207868312047e-11
372,0,3.997243666785075e-09
373,0,0.010858676851740894
374,1,0.21989109020792075
375,0,0.0016991227596800287
376,1,0.9999999154576416
377,0,0.0368464323977681
378,0,0.9999997669388484
379,1,0.9808492397018934
380,1,0.0060400664366185245
381,1,0.9997344359144607
382,0,0.0027477716195985925
383,0,0.8388590675516231
384,1,0.9999999997554425
385,1,0.9999999998542444
386,1,0.0011231522261869729
387,1,0.04330174458988638
388,1,0.07406601068530627
389,0,0.011437704229063097
390,1,0.9997233221260818
391,0,3.527890435925475e-19
392,1,0.999999467417871
393,0,1.6277384151235247e-07
394,0,3.464847037980701e-08
395,1,0.9999917324227482
396,0,0.07829758318484613
397,1,0.9989711342168787
398,1,0.9993110510453256
399,1,0.999991921713283
400,0,0.005874978405883459
401,0,0.9999313614747577
402,1,0.18172091283983816
403,1,0.9999520100221208
404,1,0.9997894859863998
405,1,0.857871922367258
406,0,0.07664937297158614
407,1,0.5886583294617419
408,0,0.020631219157989104
409,1,0.9999999984325354
410,1,0.9999999999495861
411,0,0.7767304632566427
412,1,0.9999997792763166
413,1,0.674970168252725
414,0,2.1330010948496345e-05
415,0,0.08735624626061483
416,1,0.9579278572125178
417,1,0.1479632418483412
418,1,0.999962206139789
419,0,2.3619583188443963e-06
420,1,0.18418262974913918
421,0,0.02498866288238853
422,0,1.4790330207707713e-12
423,0,0.6616582398277152
424,1,0.6578602476895606
425,1,0.9998819797889448
426,0,4.532019755680698e-05
427,1,0.9999349097937922
428,0,0.0007882542242573188
429,0,0.0008792686215772578
430,0,3.6015758154746466e-08
431,1,0.9999999599810443
432,1,1.0
433,1,0.9969056073797796
434,1,0.9999994749828366
435,0,1.578305800287466e-08
436,1,0.9999999965023632
437,0,0.06391144299523395
438,1,0.9982368031975958
439,1,0.9970761824802786
440,1,0.999823964187021
441,0,9.301699775629512e-05
442,1,0.999987932002541
443,1,0.9900501085213256
444,0,1.7912424821864553e-09
445,1,0.9227535363793987
446,1,0.9999838950527654
447,0,0.41702809675508634
448,1,0.00030214809217800424
449,1,0.40746347185902687
450,0,8.0144974859131e-20
451,0,2.2443967713283571e-07
452,0,7.007050877743694e-08
453,0,5.376841881169438e-11
454,0,5.893814254364286e-06
455,1,0.9559217232651671
456,1,0.994570385816191
457,1,0.9999993141165885
458,0,3.8789754289124966e-07
459,1,0.9995181897900346
460,1,0.9999999938496982
461,0,1.9824001133912058e-05
462,0,0.019091460217548747
463,1,0.9999307574318336
464,1,0.7667641735097621
465,0,6.614696559496068e-06
466,1,0.8558510236410807
467,0,0.9998724399922284
