ytest,pred_0,pred_1
0,0.9998863743567256,0.00011362564327442136
1,4.289891817810254e-05,0.9999571010818219
0,0.9759975705926903,0.024002429407309712
1,9.280877661621556e-05,0.9999071912233838
1,0.008173138629851362,0.9918268613701486
1,0.023070293861182978,0.976929706138817
0,0.11152643536141604,0.888473564638584
1,0.22366480641733,0.77633519358267
0,0.9998881735245967,0.00011182647540336459
1,0.004916933380856636,0.9950830666191434
1,3.8978418714918917e-08,0.9999999610215813
1,0.001204246879627835,0.9987957531203722
1,3.494911790413724e-06,0.9999965050882096
1,0.00012967895875515278,0.9998703210412448
0,0.25483008897883674,0.7451699110211633
0,0.024261629850971467,0.9757383701490285
1,6.283255915562336e-09,0.9999999937167441
1,0.2538015325470635,0.7461984674529365
0,0.9595506158549528,0.04044938414504719
1,0.994198869179043,0.005801130820957009
0,0.9999999994320531,5.679469663955358e-10
0,0.8333012069364282,0.1666987930635718
1,0.0002352267758960469,0.999764773224104
1,0.6655899872959761,0.334410012704024
0,0.7631884624096649,0.23681153759033513
0,0.23951878040628938,0.7604812195937106
0,0.9860276436831918,0.01397235631680814
1,0.018095499678858373,0.9819045003211416
0,0.9837134661885631,0.016286533811436864
1,5.790559547680374e-05,0.9999420944045232
0,0.9979119713698956,0.002088028630104367
0,0.9899564822169754,0.010043517783024558
1,0.06095618843015571,0.9390438115698443
1,0.12154508519481733,0.8784549148051827
0,0.4177648368727558,0.5822351631272442
0,0.9844625700480876,0.015537429951912417
0,0.9365278284613925,0.0634721715386075
1,0.008191474279340416,0.9918085257206596
1,0.014406225386249583,0.9855937746137504
1,1.4684480531879096e-05,0.9999853155194681
0,0.15519061197910344,0.8448093880208966
0,0.7655190769883697,0.23448092301163023
1,0.0012908513778339126,0.9987091486221661
1,0.08332615376887453,0.9166738462311255
1,0.033110506799961636,0.9668894932000384
0,0.8619454923473928,0.13805450765260718
1,3.5530809928685514e-06,0.9999964469190071
1,0.0035247909335950345,0.996475209066405
0,0.005369156474725467,0.9946308435252745
0,0.9808340128341512,0.01916598716584879
0,0.9998809872338659,0.00011901276613411105
1,0.019093128038983775,0.9809068719610162
0,0.9974304099375845,0.002569590062415579
0,0.0036818769672912754,0.9963181230327087
0,0.9771392926069177,0.0228607073930823
0,0.9993624903506942,0.0006375096493057644
1,0.0018137215050517685,0.9981862784949482
1,0.9488948408371247,0.05110515916287525
1,0.06159813387649293,0.9384018661235071
0,0.04420678425522362,0.9557932157447764
1,0.002982689368798419,0.9970173106312016
1,0.0014209638384985457,0.9985790361615015
0,0.9999999999993228,6.771823714605443e-13
0,0.999796003695521,0.00020399630447899528
0,0.7905126971920147,0.2094873028079853
1,0.002634134100738983,0.997365865899261
0,0.0038534161188155114,0.9961465838811845
1,0.021394276329753104,0.9786057236702469
1,0.10559268854426984,0.8944073114557302
1,0.01620951632143064,0.9837904836785694
0,0.9999948506913531,5.14930864696148e-06
0,0.7745438080408984,0.22545619195910155
1,1.158641896870094e-07,0.9999998841358103
0,0.7540550948849015,0.2459449051150985
0,0.9999392895961572,6.071040384282843e-05
0,0.9867228807587515,0.013277119241248556
1,0.26540529093268794,0.7345947090673121
1,0.8349233991358105,0.16507660086418946
0,0.9684772368643001,0.03152276313569992
1,0.08313191814511278,0.9168680818548872
1,0.2198858754824009,0.7801141245175991
1,0.014154454179981624,0.9858455458200184
1,0.8688462265758204,0.13115377342417955
0,0.9977549685925152,0.002245031407484744
1,0.975182917174831,0.024817082825169087
0,0.9938806659132868,0.0061193340867131745
0,0.9946555600075111,0.005344439992488878
1,0.01684788324126052,0.9831521167587395
1,0.9934213192847011,0.006578680715298835
0,0.9743351914182908,0.025664808581709112
0,0.9998643277423901,0.0001356722576099502
0,0.9854680264791972,0.014531973520802838
0,0.8430818174147523,0.15691818258524767
1,0.730495905149585,0.2695040948504151
0,0.9556249288985781,0.04437507110142192
1,0.5329228713175216,0.46707712868247836
1,0.014129607067805972,0.985870392932194
1,0.0001872468099995972,0.9998127531900004
0,0.33612258811117746,0.6638774118888225
1,0.9999012196517846,9.87803482154448e-05
1,0.7556999994949141,0.24430000050508593
0,0.9726415835094249,0.02735841649057513
0,0.9999899243883318,1.0075611668180984e-05
0,0.9672153180052088,0.03278468199479127
0,0.9999995032140794,4.967859206530683e-07
1,0.07018897531952051,0.9298110246804795
0,0.9397099547618251,0.06029004523817489
1,0.7670333053777615,0.2329666946222385
0,0.007935180220001281,0.9920648197799987
1,0.0021421058644806035,0.9978578941355194
0,0.9999854893400536,1.4510659946375347e-05
1,0.005331444416553643,0.9946685555834464
1,0.004976278504014164,0.9950237214959858
0,0.5110079845312465,0.4889920154687534
0,0.988619116867358,0.011380883132641975
1,0.8654368597858648,0.13456314021413518
1,0.1631977584669171,0.8368022415330829
0,0.35322238932398076,0.6467776106760192
1,0.406102271548488,0.593897728451512
0,0.10057055129207426,0.8994294487079257
0,0.9990936876180734,0.0009063123819266077
1,1.4946730703901956e-05,0.9999850532692961
0,0.7429390347061746,0.25706096529382544
0,0.6986636610984405,0.30133633890155953
1,0.20320307650998737,0.7967969234900126
0,0.9999999980403286,1.959671434474415e-09
1,0.2187774438273159,0.7812225561726841
0,0.8551432943620474,0.1448567056379526
0,0.9999994133064962,5.866935038028578e-07
1,0.7155892491685041,0.2844107508314959
1,0.00012028580309919601,0.9998797141969008
0,0.9944433276425528,0.005556672357447138
0,0.9997058794833128,0.0002941205166872007
1,0.02729373710812244,0.9727062628918776
1,2.3802299782271774e-06,0.9999976197700218
1,0.2437720355912224,0.7562279644087776
1,0.5323104487085344,0.4676895512914656
1,4.4666842637486326e-05,0.9999553331573625
0,0.9944890828790637,0.005510917120936283
0,0.9999998033079212,1.966920788527971e-07
1,0.8311977299358253,0.1688022700641747
1,0.6753138378569294,0.32468616214307056
1,0.4596825157954707,0.5403174842045293
0,0.37860060534455464,0.6213993946554454
0,0.8342428313082311,0.16575716869176899
1,0.13140416632087049,0.8685958336791295
0,0.04810299530807782,0.9518970046919222
1,0.13809609569681358,0.8619039043031864
1,3.5615568771962813e-07,0.9999996438443123
1,0.09860174604350125,0.9013982539564988
0,0.9998847804460331,0.00011521955396691928
0,0.9968017637316751,0.0031982362683249067
0,0.027848017133708214,0.9721519828662918
0,0.9957821531935042,0.004217846806495884
0,0.9708345226364286,0.029165477363571453
0,0.9134451129354219,0.08655488706457815
1,0.0021208197466084933,0.9978791802533915
1,5.724320272681993e-06,0.9999942756797273
1,0.07459162337850467,0.9254083766214953
1,0.005572144389355271,0.9944278556106447
0,0.999673555067634,0.0003264449323659619
0,0.9999997126634884,2.873365116375697e-07
0,0.9999947283002836,5.271699716369754e-06
1,0.996825006599705,0.0031749934002950693
0,0.44452706448942503,0.555472935510575
1,0.003722473394576542,0.9962775266054235
1,0.016041819488400666,0.9839581805115993
0,0.9988208919997418,0.0011791080002582122
0,0.9756998391906782,0.024300160809321902
1,0.0013105250831735304,0.9986894749168265
1,0.012691374475564232,0.9873086255244358
0,0.8390374905320125,0.1609625094679875
0,0.9963086257089556,0.003691374291044368
1,0.04645387105138832,0.9535461289486117
0,0.33650786686585044,0.6634921331341496
0,0.15935869703757066,0.8406413029624293
1,0.0006045459691701449,0.9993954540308299
0,0.6642631680514257,0.3357368319485743
0,0.6676340847860812,0.3323659152139188
0,0.9784062132242466,0.02159378677575343
1,0.0035134207134465134,0.9964865792865535
1,0.9853344976758905,0.014665502324109497
0,0.9999861691578631,1.3830842136869697e-05
0,0.9958388533693362,0.004161146630663754
0,0.9998369855765489,0.0001630144234511653
0,0.9989689545349328,0.0010310454650671486
1,0.000989832856122197,0.9990101671438778
1,0.18761919765200052,0.8123808023479995
0,0.7861511815800657,0.21384881841993433
0,0.9999880008713239,1.1999128676164679e-05
1,1.3068049087294753e-08,0.9999999869319509
0,0.025613954017104423,0.9743860459828956
0,0.14386430163692998,0.85613569836307
1,0.0284328145287297,0.9715671854712703
1,0.018569287364831988,0.981430712635168
0,0.04714590725760959,0.9528540927423904
0,0.9907571969375489,0.009242803062451043
0,0.9778359488414489,0.022164051158551135
0,0.9997192629348596,0.0002807370651404575
1,0.09104547734992141,0.9089545226500786
0,0.999999910767514,8.923248596225195e-08
0,0.9970474130183864,0.002952586981613613
1,2.0548564416689175e-06,0.9999979451435583
0,0.9786186852251446,0.021381314774855397
0,0.9998320638007161,0.0001679361992838725
1,0.06916652878938134,0.9308334712106187
0,0.9067480658764235,0.09325193412357652
1,7.201919061117223e-10,0.9999999992798081
1,0.03947549866137989,0.9605245013386201
1,0.22556071707117176,0.7744392829288282
0,0.6726492861641089,0.32735071383589115
0,0.7662405778630116,0.23375942213698844
0,0.12854569860355924,0.8714543013964408
1,2.5357674938719654e-06,0.9999974642325061
1,0.9465315958118097,0.05346840418819033
1,0.7132685071287078,0.2867314928712922
0,0.9992221516187693,0.0007778483812307739
1,0.21999188556005034,0.7800081144399497
0,0.9801841464893678,0.0198158535106322
1,0.0042831013124389195,0.9957168986875611
1,1.93983727792002e-06,0.9999980601627221
1,1.993676904166186e-05,0.9999800632309583
0,0.9996141210593057,0.00038587894069433914
0,0.9934821016701889,0.0065178983298111075
1,0.05818434256973681,0.9418156574302632
1,0.4843755715998599,0.5156244284001401
0,0.7973383188605285,0.20266168113947144
1,0.6957488378860649,0.3042511621139351
0,0.633889984559554,0.3661100154404459
1,0.0005944188558569818,0.999405581144143
0,0.7500552083372991,0.24994479166270084
1,0.0033575865228231416,0.9966424134771769
1,0.1887249130356926,0.8112750869643074
0,0.9997399655798266,0.00026003442017343096
0,0.9511877699241734,0.04881223007582653
1,0.03635421524524074,0.9636457847547593
1,0.9816770826561176,0.018322917343882382
0,0.9874321768955311,0.012567823104468884
0,0.1013291725723432,0.8986708274276568
0,0.2274583544605724,0.7725416455394276
1,0.000786013564464394,0.9992139864355356
0,0.9999855397012279,1.4460298772073668e-05
1,2.3552853356534342e-07,0.9999997644714664
1,0.0005085284530721434,0.9994914715469279
0,0.04022541003850921,0.9597745899614908
1,3.4721912995916426e-06,0.9999965278087004
0,0.9994785142649389,0.0005214857350610378
0,0.9241276634713467,0.0758723365286533
0,0.9999938307507374,6.169249262551308e-06
0,0.9999675459611597,3.2454038840286115e-05
1,7.780946699176283e-07,0.9999992219053301
0,0.7202967702642158,0.27970322973578415
0,0.22349876381338818,0.7765012361866118
0,0.9941796336771356,0.005820366322864389
0,0.9974730813072719,0.002526918692728117
0,0.8508108265066564,0.14918917349334362
0,0.9969279297638796,0.0030720702361203976
0,0.9921380120289681,0.007861987971031839
1,0.022069312302916977,0.977930687697083
0,0.9999113268225117,8.867317748830476e-05
0,0.993691007981094,0.006308992018905979
1,0.00021340606778663673,0.9997865939322134
1,0.0040065944869686065,0.9959934055130314
0,0.9451062796010343,0.05489372039896569
1,0.1620773001066247,0.8379226998933753
1,5.551102926215634e-07,0.9999994448897074
0,0.9989236829090731,0.0010763170909269006
0,0.9983125914959223,0.0016874085040776321
1,5.989922545190929e-06,0.9999940100774548
1,0.00020204518396449433,0.9997979548160355
1,4.172417966685771e-11,0.9999999999582758
0,0.9999998514382946,1.4856170543618856e-07
0,0.019957938577091716,0.9800420614229083
0,0.9999832310086166,1.6768991383386374e-05
1,0.2765140029573574,0.7234859970426426
1,1.509384895848065e-06,0.9999984906151042
0,0.894494292060834,0.10550570793916599
1,0.0008885637524791434,0.9991114362475209
1,0.8325061565213671,0.16749384347863297
0,0.9999436786539162,5.632134608374657e-05
1,0.19578207744095655,0.8042179225590435
1,0.1467924924526557,0.8532075075473443
1,0.5600484256200198,0.4399515743799803
1,0.04516603135269248,0.9548339686473075
0,0.9999999950607223,4.9392776298636e-09
1,0.8081658102716557,0.1918341897283443
0,0.19388960136617162,0.8061103986338284
1,0.19400897108571646,0.8059910289142835
1,0.000823991667616264,0.9991760083323837
0,0.9998944573042615,0.00010554269573851307
1,0.00011373520647095514,0.999886264793529
1,0.0003532216553029377,0.9996467783446971
0,0.9999999932801775,6.719822460004901e-09
1,4.654632123402003e-06,0.9999953453678766
1,0.043377073796300625,0.9566229262036994
1,0.00440354739369353,0.9955964526063065
1,0.0004192858270045674,0.9995807141729954
1,0.0002552164289381098,0.9997447835710619
0,0.9302442515609916,0.0697557484390084
0,0.999997650214412,2.349785588043838e-06
0,0.6064224929157718,0.3935775070842282
1,3.0059428658413267e-06,0.9999969940571342
1,0.9490085125017231,0.050991487498276894
0,0.9342129947552398,0.06578700524476028
0,0.9982200403709021,0.0017799596290979619
1,0.023243413148237968,0.976756586851762
0,0.5969751215529949,0.4030248784470051
1,0.9894968478277555,0.010503152172244522
1,0.03890449818835584,0.9610955018116442
0,0.9999860006230953,1.3999376904668597e-05
1,0.06949756982045929,0.9305024301795407
1,0.0057691765350688096,0.9942308234649312
0,0.9967307648608051,0.003269235139194847
0,0.9999999992843843,7.156156965784768e-10
1,0.7026044113503109,0.297395588649689
1,0.023383456083974075,0.9766165439160259
1,0.0028695625778468736,0.9971304374221531
0,0.47220765599389314,0.5277923440061069
1,0.019234825795086397,0.9807651742049136
0,0.29711018641781317,0.7028898135821868
0,0.9124501904569478,0.08754980954305223
