label,pred_prob
1,0.5348457635022483
0,0.01136695017485897
0,0.010080220559787278
0,0.1364728881054111
0,0.44731967018658225
1,0.9925392951480481
0,0.2055986421632872
0,0.012959237758074183
1,0.22597965012452695
1,0.7529522366391619
1,0.9930904261961946
1,0.7032072443180792
1,0.9724423796765309
0,0.11243389530490995
1,0.3518772227763393
0,0.6966897371282114
1,0.7303345889490348
1,0.9980272237645309
0,0.05570844667642749
0,0.00033314873027604674
1,0.8892759606632353
1,0.9698051770238546
1,0.9752712530127237
0,0.14562409884787655
0,0.6525941015219299
1,0.6913499079801813
1,0.9959188253070148
0,0.04419145664554997
1,0.9971055881538167
1,0.9134555049859165
1,0.9789480238423837
0,0.02344675771234453
1,0.7774782134098027
0,0.027639056290916956
0,0.618332959748068
0,0.4130559303014779
0,0.307677070770114
1,0.8700468848394771
1,0.8013447969807189
0,0.09199506123188737
0,0.5762102334520062
0,0.16088850617306688
0,0.07437242303142234
1,0.9916749605840642
0,0.006972603658294901
0,0.07626099608454853
1,0.9977017030331495
1,0.9870356068483703
0,2.7199074845482542e-05
0,0.15493898089882585
0,0.026899142671660846
1,0.9018788630260589
0,0.3447177881159534
0,0.007843731644108957
0,0.10992144203325425
1,0.3775707323169782
0,0.19006635770711866
1,0.9849623796556523
1,0.6391593352118734
1,0.8723757405583825
0,0.16356445614856874
1,0.9937797866587319
0,0.289971725158124
0,0.35853968005151615
1,0.4098818328839742
0,0.2693354263954909
0,0.021151006915601588
1,0.8903512666745146
0,0.008310715164899129
1,0.8618562180718529
1,0.9672365732547769
0,0.265736836245475
1,0.8662298824379733
0,0.8240826594621262
1,0.023174788323188363
1,0.5562725914870845
1,0.9851039185484827
1,0.9915453449405269
0,0.008400640474967809
1,0.7970941581588211
0,0.003668606517144719
0,0.8867489597759435
0,0.058596447891005814
0,0.03589029836571449
0,0.15015876075401663
1,0.9854994990902589
1,0.9974662280145571
1,0.9101237701826851
0,0.016165253116820343
1,0.8048097922785296
0,0.017054490034671587
1,0.9377501574152766
0,0.02022134631298459
1,0.9941748382250365
1,0.983984484533906
1,0.846892310293168
0,0.05272990469792768
0,0.160951567441669
0,0.009902242491322549
0,0.00033578624029376126
0,0.11468857442677838
0,0.02754964981388347
1,0.3889729448196172
1,0.6405138125749192
1,0.937913336832048
0,0.9782790820099707
0,0.17366506656835873
1,0.9264184005762901
1,0.9245017262306024
0,0.006939117611422558
1,0.4968092123567348
0,0.29462008650610494
0,0.6519964725327116
0,0.018403860010550995
1,0.32440619467365756
1,0.290295310216981
0,0.015904445231920698
1,0.7983098195970991
1,0.12398491027049403
1,0.8739180789762994
0,0.031157418873940385
1,0.6801733313771757
1,0.9797648653523757
0,0.29117397283427593
1,0.9741284539423791
0,0.01785640308360736
1,0.8119470640562456
1,0.9954596177613148
