ytest,pred_0,pred_1
0,0.9999980797579849,1.920242015118086e-06
1,5.981503292673551e-09,0.9999999940184967
0,0.9999326265927173,6.737340728265158e-05
1,0.0012389783122102038,0.9987610216877898
1,0.10867189282406442,0.8913281071759356
1,0.4801148782644886,0.5198851217355114
0,0.0022387188698438365,0.9977612811301562
1,0.029816312870804773,0.9701836871291952
0,0.9999999841483507,1.5851649303613602e-08
1,2.7005688881920342e-05,0.9999729943111181
1,5.5109472540948445e-11,0.9999999999448905
1,0.004815199206361087,0.9951848007936389
1,3.7039016298479055e-09,0.9999999962960984
1,2.9733534523401772e-08,0.9999999702664655
0,0.00016677781274077041,0.9998332221872592
0,0.006573634829653008,0.993426365170347
1,4.440892098500626e-16,0.9999999999999996
1,0.011611519902202216,0.9883884800977978
0,0.9998220349041368,0.0001779650958632551
1,0.9999940597825193,5.940217480696988e-06
0,0.9999999999999993,6.817273205332866e-16
0,0.7939975889060285,0.2060024110939715
1,6.606113434060035e-10,0.9999999993393887
1,0.9793167383846655,0.020683261615334545
0,0.479449476437403,0.520550523562597
0,0.09126615863800813,0.9087338413619919
0,0.9990041734473046,0.0009958265526953316
1,0.0014036622921761444,0.9985963377078239
0,0.9998701385759362,0.0001298614240637397
1,0.00025897171169886324,0.9997410282883011
0,0.9999999837284443,1.6271555617601483e-08
0,0.9511350094413326,0.04886499055866743
1,0.000215643904186269,0.9997843560958137
1,0.00014828138894817933,0.9998517186110518
0,0.9953096943928024,0.004690305607197631
0,0.9999623159534882,3.768404651181935e-05
0,0.9999896205710205,1.03794289795093e-05
1,2.0354202101557917e-08,0.9999999796457979
1,0.0025323567306017036,0.9974676432693983
1,6.2885405771595515e-09,0.9999999937114594
0,0.04112942664268504,0.958870573357315
0,0.9996696669216504,0.0003303330783496143
1,1.4138794579565683e-08,0.9999999858612054
1,0.014088971191176802,0.9859110288088232
1,0.9142161615932065,0.08578383840679345
0,0.7652603037822017,0.2347396962177983
1,6.635772122898231e-07,0.9999993364227877
1,2.3854304411652372e-05,0.9999761456955883
0,0.005150270717338423,0.9948497292826616
0,0.9999996275352063,3.724647936514397e-07
0,0.9999994391127708,5.60887229166647e-07
1,0.004683765748851099,0.9953162342511489
0,0.9999995189981717,4.81001828222249e-07
0,3.5815107901182586e-05,0.9999641848920988
0,0.8301923134575981,0.16980768654240191
0,0.9999842855634411,1.5714436558929864e-05
